"","Ap","Ct","Em","Eper","Lc","Mv","Mc","Mcil","Mm","Mt","Mvel","My","Nf","Nyma","Ph","Tb"
"397",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"398",1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,8
"399",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"400",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"401",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"402",0,5,0,0,0,4,0,1,0,5,0,0,2,0,0,0
"403",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"404",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"405",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"406",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"408",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"409",0,0,0,0,0,1,1,0,1,1,0,0,3,0,0,1
"410",0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0
"411",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"412",0,9,0,0,1,5,3,2,0,4,0,1,0,0,2,1
"413",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2
"414",0,0,0,2,0,3,2,0,0,3,0,0,4,3,0,2
"415",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"416",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"417",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"418",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"419",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"420",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"421",0,14,0,1,1,8,0,5,0,11,0,0,7,0,0,0
"422",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
"423",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"424",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"425",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
"426",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"427",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"428",0,0,0,1,0,1,2,2,2,2,0,3,2,1,0,5
"429",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"430",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"431",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"432",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"433",0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"434",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"435",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"436",0,2,0,0,0,1,0,1,1,1,0,1,0,0,1,0
"437",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"438",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"439",0,0,0,0,0,2,2,0,2,0,0,1,1,1,0,4
"440",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"441",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"442",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"443",0,1,0,0,0,3,0,1,0,1,0,1,1,0,0,0
"444",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"445",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"446",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"447",3,0,0,3,0,1,8,1,11,1,0,4,8,2,8,20
"448",0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0
"449",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"450",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"451",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"452",1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"453",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"454",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"455",0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
"456",1,3,0,0,0,3,0,0,0,3,0,0,4,0,1,0
"457",1,0,0,1,0,0,0,0,4,0,0,1,0,0,0,0
"458",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"459",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"460",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"461",0,2,0,0,0,1,0,0,0,1,0,1,1,0,1,0
"462",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"463",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"464",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"465",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"466",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"467",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"468",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"469",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"470",1,0,0,3,0,0,0,0,3,0,0,0,0,0,0,1
"471",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"472",0,3,0,0,0,0,0,0,0,2,0,0,1,0,0,0
"473",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"474",0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1
"475",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"476",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"477",2,7,0,1,0,4,0,3,2,7,0,0,6,0,1,0
"478",0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0
"479",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"480",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"481",0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
"482",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"483",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"484",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"485",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"486",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"487",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"488",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"489",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"490",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"491",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"492",2,0,0,2,0,1,1,0,4,2,0,2,6,3,2,9
"493",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"494",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"495",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"496",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"497",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"498",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"499",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"501",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"502",0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0
"503",0,1,0,0,0,1,0,0,0,1,0,1,3,0,1,2
"504",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"505",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"506",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"507",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"508",0,0,0,0,0,0,1,0,3,1,1,3,4,1,0,4
"509",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"510",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"511",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"512",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"513",0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
"514",0,0,1,0,0,0,2,0,1,0,1,0,9,1,1,11
"515",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"516",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"517",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"518",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"519",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"520",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"521",0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,4
"522",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"523",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"524",0,1,0,0,0,1,0,1,0,2,1,0,0,0,0,0
"525",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"526",0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"527",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"528",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"529",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"530",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"531",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"532",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"533",4,4,0,1,1,2,0,2,4,5,0,1,1,1,9,2
"534",0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,4
"535",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4
"536",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"537",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"538",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"539",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"540",0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
"541",0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0
"542",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"543",0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0
"544",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"545",0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
"546",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"547",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"548",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"549",0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0
"550",0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2
"551",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"552",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"553",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"554",0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0
"555",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"556",0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"557",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
"558",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"559",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"560",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"561",0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"562",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"563",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"564",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"565",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"566",0,7,0,0,1,7,2,3,1,7,0,2,8,0,1,0
"567",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"568",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"569",0,4,0,0,1,2,0,2,0,4,0,1,0,0,4,1
"570",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"571",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"572",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"573",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"574",0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0
"575",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"576",7,0,0,6,0,5,9,2,14,10,0,9,12,5,15,28
"577",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"578",0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
"579",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"580",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"581",0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
"582",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"583",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"584",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"585",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"586",0,5,0,0,1,3,0,1,0,5,0,0,3,0,0,0
"587",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"588",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"589",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"590",0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0
"591",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"592",1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,4
"593",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"594",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"595",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"596",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"597",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"598",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"599",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"600",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"601",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"602",0,2,0,0,0,4,1,1,1,1,0,0,1,0,2,0
"603",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"604",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"605",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"606",1,0,0,3,0,0,0,0,0,7,0,8,0,0,2,5
"607",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"608",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"609",2,1,0,5,0,8,5,2,11,4,0,6,7,4,1,9
"610",0,7,0,0,0,5,1,2,0,5,0,1,5,0,0,0
"611",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3
"612",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"613",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"614",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"615",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"616",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"617",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"618",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"619",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"620",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"621",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"622",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"623",0,0,0,0,0,0,5,0,1,2,0,5,1,0,1,0
"624",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"625",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"626",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"627",0,0,0,2,0,0,2,0,1,0,0,0,1,0,5,2
"628",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"629",0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
"630",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631",0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1
"632",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"633",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"634",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"635",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"636",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"637",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"638",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"639",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"641",0,0,0,2,0,0,0,1,0,0,0,0,1,0,2,0
"642",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"643",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"644",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"645",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"646",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"647",1,0,0,1,0,5,1,0,12,4,0,1,5,2,0,10
"648",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"649",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"650",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"651",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"652",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"653",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"654",0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0
"655",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"656",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"657",0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,3
"658",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"659",0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
"660",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"661",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"662",0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1
"663",20,1,0,4,0,0,5,0,2,6,0,6,2,1,8,12
"664",0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"665",0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
"666",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"667",0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"668",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"669",0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"670",0,3,0,0,0,2,0,1,0,3,0,0,2,0,0,0
"671",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"672",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"673",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"674",0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0
"675",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"676",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
"677",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"678",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"679",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"680",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"681",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"682",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"683",0,3,0,0,1,2,0,1,0,3,0,0,2,0,0,0
"684",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"685",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"686",0,1,0,0,0,1,0,1,0,3,0,0,0,0,0,0
"687",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"688",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"689",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"690",1,5,0,0,0,3,0,3,0,7,0,0,0,0,1,1
"691",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"692",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"693",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"694",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"695",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"696",1,0,0,3,0,0,0,0,0,5,0,0,0,0,4,1
"697",0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
"698",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4
"699",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"700",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
"701",1,4,0,0,0,2,0,3,0,2,0,0,1,0,0,0
"702",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"703",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"704",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"705",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"706",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"707",1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1
"708",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"709",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"710",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"711",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"712",0,2,0,0,0,1,0,1,0,0,0,2,1,0,1,0
"713",0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
"714",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"715",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"716",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2
"717",0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"718",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"719",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"720",0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
"721",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"722",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"723",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"724",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"725",0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
"726",0,0,0,1,0,0,1,0,1,0,0,2,0,1,0,1
"727",0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"728",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"729",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"730",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"731",0,2,0,0,0,0,0,2,0,4,0,0,0,0,0,0
"732",0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
"733",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"734",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"735",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"736",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"737",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"738",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"739",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"740",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"741",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"742",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"743",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"744",0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0
"745",0,5,0,0,0,1,4,0,0,2,0,1,2,0,1,0
"746",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"747",3,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
"748",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"749",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"750",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"751",0,1,0,0,0,0,1,1,2,2,1,4,3,0,4,2
"752",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"753",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"754",0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1
"755",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"756",0,1,0,0,0,4,0,0,0,1,0,0,2,1,0,0
"757",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"758",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"759",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"760",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"761",0,0,0,2,0,1,0,0,1,1,0,0,1,4,0,1
"762",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"763",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"764",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"765",0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0
"766",0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
"767",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"768",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"769",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"770",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"771",0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0
"772",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"773",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"774",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"775",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"776",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
"777",1,0,0,0,0,1,0,0,0,1,0,3,0,0,4,2
"778",0,0,0,0,0,0,0,0,3,0,0,1,3,0,0,1
"779",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"780",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"781",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
"782",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"783",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"784",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"785",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"786",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"787",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
"788",2,3,0,1,0,3,5,2,5,6,0,12,9,1,5,4
"789",0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
"790",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"791",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"792",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"793",0,2,0,0,0,3,0,0,1,2,0,0,2,0,2,0
"794",0,1,0,0,0,1,0,0,0,2,0,0,1,0,0,0
